park_states,park_parkCode,park_designation,park_fullName,park_url,park_name,id,name
CA,yose,National Park,Yosemite National Park,https://www.nps.gov/yose/index.htm,Yosemite,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
UT,zion,National Park,Zion National Park,https://www.nps.gov/zion/index.htm,Zion,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
KY,abli,National Historical Park,Abraham Lincoln Birthplace National Historical Park,https://www.nps.gov/abli/index.htm,Abraham Lincoln Birthplace,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
ME,acad,National Park,Acadia National Park,https://www.nps.gov/acad/index.htm,Acadia,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NE,agfo,National Monument,Agate Fossil Beds National Monument,https://www.nps.gov/agfo/index.htm,Agate Fossil Beds,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
PA,alpo,National Historic Site,Allegheny Portage Railroad National Historic Site,https://www.nps.gov/alpo/index.htm,Allegheny Portage Railroad,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV",appa,National Scenic Trail,Appalachian National Scenic Trail,https://www.nps.gov/appa/index.htm,Appalachian,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
UT,arch,National Park,Arches National Park,https://www.nps.gov/arch/index.htm,Arches,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"MD,VA",asis,National Seashore,Assateague Island National Seashore,https://www.nps.gov/asis/index.htm,Assateague Island,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
SD,badl,National Park,Badlands National Park,https://www.nps.gov/badl/index.htm,Badlands,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NM,band,National Monument,Bandelier National Monument,https://www.nps.gov/band/index.htm,Bandelier,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
TX,bibe,National Park,Big Bend National Park,https://www.nps.gov/bibe/index.htm,Big Bend,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"MT,WY",bica,National Recreation Area,Bighorn Canyon National Recreation Area,https://www.nps.gov/bica/index.htm,Bighorn Canyon,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
FL,bicy,National Preserve,Big Cypress National Preserve,https://www.nps.gov/bicy/index.htm,Big Cypress,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"KY,TN",biso,National River & Recreation Area,Big South Fork National River & Recreation Area,https://www.nps.gov/biso/index.htm,Big South Fork,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CO,blca,National Park,Black Canyon Of The Gunnison National Park,https://www.nps.gov/blca/index.htm,Black Canyon Of The Gunnison,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
UT,brca,National Park,Bryce Canyon National Park,https://www.nps.gov/brca/index.htm,Bryce Canyon,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NC,caha,National Seashore,Cape Hatteras National Seashore,https://www.nps.gov/caha/index.htm,Cape Hatteras,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NC,calo,National Seashore,Cape Lookout National Seashore,https://www.nps.gov/calo/index.htm,Cape Lookout,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
UT,cany,National Park,Canyonlands National Park,https://www.nps.gov/cany/index.htm,Canyonlands,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
UT,care,National Park,Capitol Reef National Park,https://www.nps.gov/care/index.htm,Capitol Reef,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NM,cave,National Park,Carlsbad Caverns National Park,https://www.nps.gov/cave/index.htm,Carlsbad Caverns,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NM,cavo,National Monument,Capulin Volcano National Monument,https://www.nps.gov/cavo/index.htm,Capulin Volcano,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
UT,cebr,National Monument,Cedar Breaks National Monument,https://www.nps.gov/cebr/index.htm,Cedar Breaks,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NM,chcu,National Historical Park,Chaco Culture National Historical Park,https://www.nps.gov/chcu/index.htm,Chaco Culture,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
OK,chic,National Recreation Area,Chickasaw National Recreation Area,https://www.nps.gov/chic/index.htm,Chickasaw,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,chir,National Monument,Chiricahua National Monument,https://www.nps.gov/chir/index.htm,Chiricahua,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,chis,National Park,Channel Islands National Park,https://www.nps.gov/chis/index.htm,Channel Islands,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
ID,ciro,National Reserve,City Of Rocks National Reserve,https://www.nps.gov/ciro/index.htm,City Of Rocks,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
OR,crla,National Park,Crater Lake National Park,https://www.nps.gov/crla/index.htm,Crater Lake,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
ID,crmo,National Monument & Preserve,Craters Of The Moon National Monument & Preserve,https://www.nps.gov/crmo/index.htm,Craters Of The Moon,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CO,cure,National Recreation Area,Curecanti National Recreation Area,https://www.nps.gov/cure/index.htm,Curecanti,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AK,dena,National Park & Preserve,Denali National Park & Preserve,https://www.nps.gov/dena/index.htm,Denali,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,depo,National Monument,Devils Postpile National Monument,https://www.nps.gov/depo/index.htm,Devils Postpile,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
WY,deto,National Monument,Devils Tower National Monument,https://www.nps.gov/deto/index.htm,Devils Tower,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"CA,NV",deva,National Park,Death Valley National Park,https://www.nps.gov/deva/index.htm,Death Valley,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"CO,UT",dino,National Monument,Dinosaur National Monument,https://www.nps.gov/dino/index.htm,Dinosaur,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
FL,drto,National Park,Dry Tortugas National Park,https://www.nps.gov/drto/index.htm,Dry Tortugas,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
WA,ebla,National Historical Reserve,Ebey's Landing National Historical Reserve,https://www.nps.gov/ebla/index.htm,Ebey's Landing,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NM,elma,National Monument,El Malpais National Monument,https://www.nps.gov/elma/index.htm,El Malpais,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NM,elmo,National Monument,El Morro National Monument,https://www.nps.gov/elmo/index.htm,El Morro,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
FL,ever,National Park,Everglades National Park,https://www.nps.gov/ever/index.htm,Everglades,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NY,fiis,National Seashore,Fire Island National Seashore,https://www.nps.gov/fiis/index.htm,Fire Island,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CO,flfo,National Monument,Florissant Fossil Beds National Monument,https://www.nps.gov/flfo/index.htm,Florissant Fossil Beds,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NY,fost,National Monument,Fort Stanwix National Monument,https://www.nps.gov/fost/index.htm,Fort Stanwix,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
SC,fosu,National Historical Park,Fort Sumter and Fort Moultrie National Historical Park,https://www.nps.gov/fosu/index.htm,Fort Sumter and Fort Moultrie,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
IN,gero,National Historical Park,George Rogers Clark National Historical Park,https://www.nps.gov/gero/index.htm,George Rogers Clark,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NM,gicl,National Monument,Gila Cliff Dwellings National Monument,https://www.nps.gov/gicl/index.htm,Gila Cliff Dwellings,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
MT,glac,National Park,Glacier National Park,https://www.nps.gov/glac/index.htm,Glacier,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"AZ,UT",glca,National Recreation Area,Glen Canyon National Recreation Area,https://www.nps.gov/glca/index.htm,Glen Canyon,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NV,grba,National Park,Great Basin National Park,https://www.nps.gov/grba/index.htm,Great Basin,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,grca,National Park,Grand Canyon National Park,https://www.nps.gov/grca/index.htm,Grand Canyon,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NJ,greg,,Great Egg Harbor River,https://www.nps.gov/greg/index.htm,Great Egg Harbor River,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CO,grsa,National Park & Preserve,Great Sand Dunes National Park & Preserve,https://www.nps.gov/grsa/index.htm,Great Sand Dunes,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"NC,TN",grsm,National Park,Great Smoky Mountains National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AL,hobe,National Military Park,Horseshoe Bend National Military Park,https://www.nps.gov/hobe/index.htm,Horseshoe Bend,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
PA,hofu,National Historic Site,Hopewell Furnace National Historic Site,https://www.nps.gov/hofu/index.htm,Hopewell Furnace,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"CO,UT",hove,National Monument,Hovenweep National Monument,https://www.nps.gov/hove/index.htm,Hovenweep,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
IN,indu,National Park,Indiana Dunes National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
MI,isro,National Park,Isle Royale National Park,https://www.nps.gov/isro/index.htm,Isle Royale,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
MO,jeff,National Park,Gateway Arch National Park,https://www.nps.gov/jeff/index.htm,Gateway Arch,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,jotr,National Park,Joshua Tree National Park,https://www.nps.gov/jotr/index.htm,Joshua Tree,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
ME,kaww,National Monument,Katahdin Woods and Waters National Monument,https://www.nps.gov/kaww/index.htm,Katahdin Woods and Waters,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AK,kefj,National Park,Kenai Fjords National Park,https://www.nps.gov/kefj/index.htm,Kenai Fjords,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,labe,National Monument,Lava Beds National Monument,https://www.nps.gov/labe/index.htm,Lava Beds,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AK,lacl,National Park & Preserve,Lake Clark National Park & Preserve,https://www.nps.gov/lacl/index.htm,Lake Clark,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
WA,laro,National Recreation Area,Lake Roosevelt National Recreation Area,https://www.nps.gov/laro/index.htm,Lake Roosevelt,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,lavo,National Park,Lassen Volcanic National Park,https://www.nps.gov/lavo/index.htm,Lassen Volcanic,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
KY,maca,National Park,Mammoth Cave National Park,https://www.nps.gov/maca/index.htm,Mammoth Cave,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CO,meve,National Park,Mesa Verde National Park,https://www.nps.gov/meve/index.htm,Mesa Verde,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"SD,NE",mnrr,National Recreational River,Missouri National Recreational River,https://www.nps.gov/mnrr/index.htm,Missouri,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,moca,National Monument,Montezuma Castle National Monument,https://www.nps.gov/moca/index.htm,Montezuma Castle,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,moja,National Preserve,Mojave National Preserve,https://www.nps.gov/moja/index.htm,Mojave,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
WA,mora,National Park,Mount Rainier National Park,https://www.nps.gov/mora/index.htm,Mount Rainier,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
UT,nabr,National Monument,Natural Bridges National Monument,https://www.nps.gov/nabr/index.htm,Natural Bridges,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"AL,MS,TN",natr,Parkway,Natchez Trace Parkway,https://www.nps.gov/natr/index.htm,Natchez Trace,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,nava,National Monument,Navajo National Monument,https://www.nps.gov/nava/index.htm,Navajo,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
WV,neri,National Park & Preserve,New River Gorge National Park & Preserve,https://www.nps.gov/neri/index.htm,New River Gorge,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NE,niob,National Scenic River,Niobrara National Scenic River,https://www.nps.gov/niob/index.htm,Niobrara,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NY,npnh,,National Parks of New York Harbor,https://www.nps.gov/npnh/index.htm,National Parks of New York Harbor,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
TN,obed,Wild & Scenic River,Obed Wild & Scenic River,https://www.nps.gov/obed/index.htm,Obed,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
WA,olym,National Park,Olympic National Park,https://www.nps.gov/olym/index.htm,Olympic,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,orpi,National Monument,Organ Pipe Cactus National Monument,https://www.nps.gov/orpi/index.htm,Organ Pipe Cactus,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
MO,ozar,National Scenic Riverways,Ozark National Scenic Riverways,https://www.nps.gov/ozar/index.htm,Ozark,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
TX,pais,National Seashore,Padre Island National Seashore,https://www.nps.gov/pais/index.htm,Padre Island,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,para,National Monument,Grand Canyon-Parashant National Monument,https://www.nps.gov/para/index.htm,Grand Canyon-Parashant,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,pefo,National Park,Petrified Forest National Park,https://www.nps.gov/pefo/index.htm,Petrified Forest,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
OH,pevi,Memorial,Perry's Victory & International Peace Memorial,https://www.nps.gov/pevi/index.htm,Perry's Victory & International Peace,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,pinn,National Park,Pinnacles National Park,https://www.nps.gov/pinn/index.htm,Pinnacles,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
MI,piro,National Lakeshore,Pictured Rocks National Lakeshore,https://www.nps.gov/piro/index.htm,Pictured Rocks,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,pisp,National Monument,Pipe Spring National Monument,https://www.nps.gov/pisp/index.htm,Pipe Spring,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
DC,rocr,Park,Rock Creek Park,https://www.nps.gov/rocr/index.htm,Rock Creek,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CO,romo,National Park,Rocky Mountain National Park,https://www.nps.gov/romo/index.htm,Rocky Mountain,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NH,saga,National Historical Park,Saint-Gaudens National Historical Park,https://www.nps.gov/saga/index.htm,Saint-Gaudens,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,sagu,National Park,Saguaro National Park,https://www.nps.gov/sagu/index.htm,Saguaro,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NY,sahi,National Historic Site,Sagamore Hill National Historic Site,https://www.nps.gov/sahi/index.htm,Sagamore Hill,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NM,sapu,National Monument,Salinas Pueblo Missions National Monument,https://www.nps.gov/sapu/index.htm,Salinas Pueblo Missions,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,seki,National Parks,Sequoia & Kings Canyon National Parks,https://www.nps.gov/seki/index.htm,Sequoia & Kings Canyon,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
VA,shen,National Park,Shenandoah National Park,https://www.nps.gov/shen/index.htm,Shenandoah,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
MI,slbe,National Lakeshore,Sleeping Bear Dunes National Lakeshore,https://www.nps.gov/slbe/index.htm,Sleeping Bear Dunes,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,sucr,National Monument,Sunset Crater Volcano National Monument,https://www.nps.gov/sucr/index.htm,Sunset Crater Volcano,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
KS,tapr,National Preserve,Tallgrass Prairie National Preserve,https://www.nps.gov/tapr/index.htm,Tallgrass Prairie,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
ND,thro,National Park,Theodore Roosevelt National Park,https://www.nps.gov/thro/index.htm,Theodore Roosevelt,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
AZ,tuma,National Historical Park,Tumacácori National Historical Park,https://www.nps.gov/tuma/index.htm,Tumacácori,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
,tusk,National Monument,Tule Springs Fossil Beds National Monument,https://www.nps.gov/tusk/index.htm,Tule Springs Fossil Beds,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
NM,vall,National Preserve,Valles Caldera National Preserve,https://www.nps.gov/vall/index.htm,Valles Caldera,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
VI,viis,National Park,Virgin Islands National Park,https://www.nps.gov/viis/index.htm,Virgin Islands,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
MN,voya,National Park,Voyageurs National Park,https://www.nps.gov/voya/index.htm,Voyageurs,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
GU,wapa,National Historical Park,War In The Pacific National Historical Park,https://www.nps.gov/wapa/index.htm,War In The Pacific,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,whis,National Recreation Area,Whiskeytown National Recreation Area,https://www.nps.gov/whis/index.htm,Whiskeytown,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
"ID,MT,WY",yell,National Park,Yellowstone National Park,https://www.nps.gov/yell/index.htm,Yellowstone,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
CA,yose,National Park,Yosemite National Park,https://www.nps.gov/yose/index.htm,Yosemite,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
UT,zion,National Park,Zion National Park,https://www.nps.gov/zion/index.htm,Zion,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy
HI,alka,National Historic Trail,Ala Kahakai National Historic Trail,https://www.nps.gov/alka/index.htm,Ala Kahakai,5F723BAD-7359-48FC-98FA-631592256E35,Auto and ATV
GA,ande,National Historic Site,Andersonville National Historic Site,https://www.nps.gov/ande/index.htm,Andersonville,5F723BAD-7359-48FC-98FA-631592256E35,Auto and ATV
VA,apco,National Historical Park,Appomattox Court House National Historical Park,https://www.nps.gov/apco/index.htm,Appomattox Court House,5F723BAD-7359-48FC-98FA-631592256E35,Auto and ATV
"MD,VA",asis,National Seashore,Assateague Island National Seashore,https://www.nps.gov/asis/index.htm,Assateague Island,5F723BAD-7359-48FC-98FA-631592256E35,Auto and ATV
